category,bathrooms,bedrooms,has_photo,price,square_feet,cityname,state,latitude,longitude,source,allows_cats,allows_dogs,has_pool,has_parking,has_fee
housing/rent/apartment,1.5,2.0,1,1695.0,925,Long Beach,CA,33.8631,-118.1765,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1054.0,1040,Durham,NC,36.0346,-78.869,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,0,1475.0,740,Maple Valley,WA,47.3949,-122.0287,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,3.0,1,2065.0,1105,Maple Valley,WA,47.3949,-122.0287,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.5,3.0,1,1595.0,1915,Edmond,OK,35.6217,-97.4702,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,1995.0,925,Long Beach,CA,33.7834,-118.1506,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,2.0,1,1579.0,900,Lynnwood,WA,47.8495,-122.2825,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,2.0,0,1795.0,825,Long Beach,CA,33.7834,-118.1506,RentDigs.com,1,0,0,0,0
housing/rent/apartment,1.0,1.0,1,1090.0,681,Glen Burnie,MD,39.1627,-76.6354,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,2.0,1,2400.0,1170,Long Beach,CA,33.7834,-118.1506,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,894.0,682,Bedford,TX,32.8525,-97.1399,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.5,2.0,1,1735.0,1004,Lynnwood,WA,47.8495,-122.2825,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,1049.0,760,Newark,NJ,40.7394,-74.1845,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,974.0,740,Bedford,TX,32.8525,-97.1399,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,700.0,750,Rutland,VT,43.6089,-72.973,RentDigs.com,1,0,0,0,0
housing/rent/apartment,2.0,2.0,1,1250.0,1125,Lawrenceville,GA,33.9222,-84.0725,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,2.0,1,1495.0,750,Irvington,NJ,40.7251,-74.2309,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,615.0,659,Bethany,OK,35.5055,-97.6417,RentDigs.com,1,0,0,0,0
housing/rent/apartment,2.0,2.0,1,765.0,925,Bethany,OK,35.5055,-97.6417,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,1550.0,880,Lynnwood,WA,47.8495,-122.2825,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,1,1736.0,1004,Lynnwood,WA,47.8495,-122.2825,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,1.0,1,1449.0,671,Mount Laurel,NJ,39.9478,-74.9117,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,3.0,1,1330.0,898,Glen Burnie,MD,39.1627,-76.6354,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,2.0,1,700.0,750,Pueblo,CO,38.3466,-104.7889,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,1171.0,1177,Lawrenceville,GA,33.9222,-84.0725,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,2.0,1,1210.0,985,Glen Burnie,MD,39.1627,-76.6354,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,0,1350.0,550,Long Beach,CA,33.7696,-118.1926,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,2.0,1,1635.0,560,Kirkland,WA,47.7179,-122.2059,RentDigs.com,1,1,0,1,0
housing/rent/apartment,2.0,2.0,1,1779.0,831,Mount Laurel,NJ,39.9478,-74.9117,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.5,3.0,0,1550.0,1767,Lawrenceville,GA,33.9222,-84.0725,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,2.0,1,462.0,851,Bidwell,OH,38.9301,-82.2569,RentDigs.com,1,1,0,0,0
housing/rent/apartment,2.5,3.0,1,2383.0,1275,Kirkland,WA,47.7179,-122.2059,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,1.0,1,2410.0,1250,Long Beach,CA,33.7696,-118.1926,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,1.0,1,959.0,760,Lawrenceville,GA,34.0072,-84.0034,RentDigs.com,1,1,0,0,0
housing/rent/apartment,2.0,3.0,1,930.0,1280,Springfield,OH,39.953,-83.7803,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,1,1474.0,1343,Dayton,OH,39.6379,-84.1686,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1424.0,1294,Lawrenceville,GA,34.0072,-84.0034,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,1.0,1,2825.0,848,Kirkland,WA,47.6869,-122.1896,RentDigs.com,1,1,0,1,0
housing/rent/apartment,2.0,2.0,0,1443.0,1048,Colorado Springs,CO,38.7394,-104.6352,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1798.0,1381,Dayton,OH,39.6379,-84.1686,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1335.0,1294,Lawrenceville,GA,34.0072,-84.0034,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,1.0,1,901.0,725,Dayton,OH,39.6379,-84.1686,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,2125.0,736,Kirkland,WA,47.6869,-122.1896,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,2.0,1,2150.0,900,Newark,NJ,40.7394,-74.1845,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,2485.0,972,Kirkland,WA,47.6869,-122.1896,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,1,1070.0,1100,Dayton,OH,39.6136,-84.1617,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.0,2.0,1,1464.0,1294,Dayton,OH,39.6136,-84.1617,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1374.0,961,Arlington,TX,32.6548,-97.1587,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,1.0,1,989.0,860,Lawrenceville,GA,34.0072,-84.0034,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1600.0,1095,Fallston,MD,39.5255,-76.4321,RentDigs.com,1,1,0,1,0
housing/rent/apartment,1.0,1.0,1,1395.0,735,Columbia,MD,39.1723,-76.8514,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,729.0,708,Maple Shade,NJ,39.9539,-74.9955,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,3.0,0,1450.0,1484,Arlington,TX,32.6548,-97.1587,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,0,2380.0,774,Secaucus,NJ,40.79,-74.0621,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,1.0,1,2200.0,664,Seal Beach,CA,33.7606,-118.0806,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,896.0,614,Arlington,TX,32.688,-97.1905,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,0,1260.0,774,Columbia,MD,39.2057,-76.8318,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,3.0,1,1190.0,1388,Raleigh,NC,35.8079,-78.6466,RentDigs.com,1,0,0,0,0
housing/rent/apartment,1.0,1.0,1,2304.0,755,Seal Beach,CA,33.7606,-118.0806,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,1475.0,700,Kent,WA,47.3907,-122.2626,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,1.0,1,1326.0,500,Kent,WA,47.3907,-122.2626,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,1.0,0,1424.0,600,Kent,WA,47.3907,-122.2626,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,1513.0,1115,Raleigh,NC,35.8079,-78.6466,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1045.0,1200,Dayton,OH,39.6915,-84.1533,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,1.0,1,1860.0,695,San Pedro,CA,33.7435,-118.2794,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,3.0,0,1650.0,1592,Cumming,GA,34.2027,-84.0733,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,0,2230.0,773,West New York,NJ,40.789,-74.0122,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,2.0,1,620.0,856,Dayton,OH,39.8092,-84.2947,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,0,986.0,777,Raleigh,NC,35.8909,-78.637,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,2.0,1,1821.0,1043,Kent,WA,47.3907,-122.2626,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,3.0,1,1275.0,1140,Snellville,GA,33.8162,-84.018,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1821.0,1195,Colorado Springs,CO,39.0459,-104.8179,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,970.0,647,Bellmawr,NJ,39.8679,-75.0911,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,0,800.0,901,Gloucester City,NJ,39.889,-75.1129,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,797.0,490,Arlington,TX,32.696,-97.0878,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1850.0,1530,Glassboro,NJ,39.6951,-75.124,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,1.0,0,1300.0,715,Dover,NH,43.1857,-70.9136,RentDigs.com,1,0,0,1,0
housing/rent/apartment,1.0,1.0,1,800.0,300,Dover,NH,43.1857,-70.9136,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,1342.0,825,Colorado Springs,CO,38.9577,-104.7566,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,4.0,0,1260.0,1754,Dayton,OH,39.8456,-84.1117,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,2290.0,938,Lakewood,CA,33.8415,-118.0789,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,2.0,1,1380.0,867,Kent,WA,47.3866,-122.1969,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1416.0,905,Kent,WA,47.3866,-122.1969,RentDigs.com,1,1,0,1,0
housing/rent/apartment,1.0,1.0,0,1112.0,630,Colorado Springs,CO,38.9577,-104.7566,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,1085.0,630,Colorado Springs,CO,38.9577,-104.7566,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,1.0,1,1007.0,810,Raleigh,NC,35.9403,-78.6316,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,0,850.0,625,Clementon,NJ,39.8057,-74.9979,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,1175.0,637,Kent,WA,47.3866,-122.1969,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,3.0,1,3990.0,1356,West New York,NJ,40.789,-74.0122,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1985.0,999,Lebanon,NH,43.643,-72.2528,RentDigs.com,1,1,0,1,0
housing/rent/apartment,1.0,1.0,0,569.0,576,Dayton,OH,39.8244,-84.2761,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,965.0,792,Lithonia,GA,33.6795,-84.1596,RentDigs.com,1,1,1,1,0
housing/rent/apartment,2.0,3.0,1,1850.0,1336,Colorado Springs,CO,38.9577,-104.7566,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,2.0,1,1054.0,1000,Clementon,NJ,39.8057,-74.9979,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,3226.0,1175,Cerritos,CA,33.8666,-118.0485,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1245.0,981,Arlington,TX,32.7566,-97.1358,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,1464.0,580,Kent,WA,47.3866,-122.2109,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,1,1490.0,1081,Clementon,NJ,39.8057,-74.9979,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,1540.0,1167,Clementon,NJ,39.8057,-74.9979,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,1.0,1,1280.0,690,Keene,NH,42.9367,-72.2863,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,639.0,800,Dayton,OH,39.7942,-84.2701,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,1150.0,950,Blackwood,NJ,39.7475,-75.0223,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,819.0,674,Arlington,TX,32.7583,-97.088,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,1.0,1,945.0,825,Blackwood,NJ,39.7475,-75.0223,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,0,1421.0,650,Kent,WA,47.3866,-122.2109,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,2.0,1,1420.0,880,Kent,WA,47.3866,-122.2109,RentDigs.com,0,0,1,0,0
housing/rent/apartment,3.5,4.0,1,1395.0,2377,Decatur,GA,33.7288,-84.2099,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,1787.0,758,Pico Rivera,CA,33.9883,-118.0875,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,1515.0,826,Ellicott City,MD,39.266,-76.8455,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.0,2.0,1,1666.0,1109,Colorado Springs,CO,38.9148,-104.7713,RentDigs.com,1,1,0,1,0
housing/rent/apartment,1.0,1.0,1,960.0,707,Barrington,NJ,39.8652,-75.0568,RentDigs.com,1,1,1,1,0
housing/rent/apartment,2.0,2.0,1,1100.0,972,Arlington,TX,32.7583,-97.088,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,1.0,1,1230.0,735,Barnegat,NJ,39.7589,-74.2835,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,1,2159.0,1259,Issaquah,WA,47.5582,-122.0044,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.0,2.0,1,1840.0,1104,Issaquah,WA,47.5582,-122.0044,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,1649.0,739,Bedford,NH,42.9442,-71.5194,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,1370.0,752,Cherry Hill,NJ,39.905,-74.9965,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,2.0,1,1869.0,825,La Habra,CA,33.941,-117.9544,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1090.0,988,Arlington,TX,32.722,-97.083,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,1.0,1,1575.0,752,Cherry Hill,NJ,39.905,-74.9965,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,0,1575.0,752,Cherry Hill,NJ,39.905,-74.9965,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1877.0,1121,Issaquah,WA,47.5582,-122.0044,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,879.0,906,Raleigh,NC,35.7628,-78.5834,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,2.0,0,685.0,788,Vandalia,OH,39.8874,-84.2035,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,2.0,0,1475.0,1100,Decatur,GA,33.8144,-84.2804,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,1435.0,750,Kenmore,WA,47.75,-122.24,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,1.0,1,1410.0,750,Kenmore,WA,47.75,-122.24,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.5,2.0,1,1336.0,1291,Cockeysville,MD,39.4915,-76.6609,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,0,1805.0,920,Kenmore,WA,47.75,-122.24,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,1266.0,884,Raleigh,NC,35.823,-78.6438,RentDigs.com,1,1,0,0,0
housing/rent/apartment,2.0,2.0,1,1670.0,1103,Colorado Springs,CO,38.8862,-104.7389,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,2.0,1,1400.0,975,Manchester,NH,42.9833,-71.4574,RentDigs.com,1,1,0,1,0
housing/rent/apartment,2.0,2.0,1,1606.0,1225,Decatur,GA,33.8144,-84.2804,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.5,2.0,1,1422.0,1291,Cockeysville,MD,39.4915,-76.6609,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,1327.0,790,Decatur,GA,33.8144,-84.2804,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,955.0,785,Tipp City,OH,39.9513,-84.1778,RentDigs.com,1,1,1,1,0
housing/rent/apartment,2.0,2.0,1,1750.0,1200,Cherry Hill,NJ,39.905,-74.9965,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,1399.0,680,Decatur,GA,33.8144,-84.2804,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,3.0,0,1970.0,1342,Cherry Hill,NJ,39.905,-74.9965,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,2.0,0,1603.0,1089,Decatur,GA,33.8144,-84.2804,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,1715.0,1381,Cherry Hill,NJ,39.905,-74.9965,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,855.0,733,Raleigh,NC,35.8079,-78.6466,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,1,1047.0,678,Arlington,TX,32.7767,-97.0816,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,1505.0,1219,Miamisburg,OH,39.6309,-84.2621,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,2.0,1,795.0,884,Colorado Springs,CO,38.8021,-104.7105,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,2.0,0,970.0,742,Cockeysville,MD,39.4915,-76.6609,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,1.0,1,1095.0,700,Manchester,NH,42.9833,-71.4574,RentDigs.com,1,0,0,1,0
housing/rent/apartment,1.0,1.0,1,1040.0,761,Arlington,TX,32.7767,-97.0816,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,1065.0,761,Arlington,TX,32.7767,-97.0816,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,2.0,1,729.0,820,Decatur,GA,33.7385,-84.2671,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.5,3.0,1,2000.0,1769,Cockeysville,MD,39.4915,-76.6609,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.0,3.0,1,2165.0,1672,Cockeysville,MD,39.4915,-76.6609,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,2264.0,756,South Orange,NJ,40.748,-74.2595,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,1.0,0,685.0,433,Arlington,TX,32.7767,-97.0816,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1241.0,1100,Arlington,TX,32.7767,-97.0816,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,1,2139.0,1122,Issaquah,WA,47.5311,-122.0679,RentDigs.com,1,1,0,1,0
housing/rent/apartment,2.0,2.0,1,2680.0,1176,Morris Plains,NJ,40.8432,-74.4824,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,1.0,1,930.0,672,Arlington,TX,32.7767,-97.0816,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.5,2.0,1,1100.0,950,Raleigh,NC,35.8079,-78.6466,RentDigs.com,1,1,0,1,0
housing/rent/apartment,2.0,2.0,1,2371.0,1183,Issaquah,WA,47.5311,-122.0679,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,790.0,720,Arlington,TX,32.7767,-97.0816,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.5,2.0,1,1215.0,925,Bel Air,MD,39.5373,-76.3558,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,2.0,1,1845.0,870,Manchester,NH,42.9833,-71.4574,RentDigs.com,1,1,0,0,0
housing/rent/apartment,2.0,2.0,1,1120.0,960,Arlington,TX,32.7767,-97.0816,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,0,1189.0,1011,Arlington,TX,32.7767,-97.0816,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,2025.0,656,Torrance,CA,33.8412,-118.3572,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.0,3.0,1,1369.0,1375,Raleigh,NC,35.8036,-78.6974,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.0,2.0,1,1135.0,1096,Cincinnati,OH,39.05,-84.3439,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,1105.0,716,Raleigh,NC,35.8036,-78.6974,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.5,2.0,1,3030.0,1461,Florham Park,NJ,40.7766,-74.3914,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,1150.0,703,Raleigh,NC,35.8036,-78.6974,RentDigs.com,1,1,1,1,0
housing/rent/apartment,2.0,3.0,1,1060.0,1300,Raleigh,NC,35.8036,-78.6974,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.5,2.0,1,995.0,1100,Raleigh,NC,35.8036,-78.6974,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,1.0,1,1800.0,500,Torrance,CA,33.8369,-118.2929,RentDigs.com,1,1,0,1,0
housing/rent/apartment,2.0,2.0,1,1849.0,1135,Nashua,NH,42.7527,-71.4854,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.0,2.0,1,2585.0,1362,Cedar Knolls,NJ,40.8234,-74.4534,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,860.0,700,Colorado Springs,CO,38.8503,-104.7586,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,0.0,1,2000.0,1252,Bothell,WA,47.791,-122.2177,RentDigs.com,1,1,0,1,0
housing/rent/apartment,1.0,1.0,1,809.0,460,Raleigh,NC,35.7887,-78.6531,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,3.0,0,1950.0,1200,Takoma Park,MD,38.9824,-77.0036,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,2.0,0,1595.0,900,Takoma Park,MD,38.9824,-77.0036,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,2.0,1,1360.0,848,Cincinnati,OH,39.2906,-84.3347,RentDigs.com,0,0,1,1,0
housing/rent/apartment,2.0,3.0,1,2184.0,1300,Bothell,WA,47.791,-122.2177,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,2.0,1,775.0,825,Lindale,TX,32.5175,-95.4297,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,2.0,0,2762.0,600,Santa Monica,CA,34.0092,-118.4692,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,3135.0,612,Santa Monica,CA,34.0263,-118.4732,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,3102.0,612,Santa Monica,CA,34.0263,-118.4732,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,1.0,0,1150.0,700,Nashua,NH,42.7527,-71.4854,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,0,850.0,500,Colorado Springs,CO,38.8503,-104.7586,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,1.0,1,1156.0,300,Raleigh,NC,35.823,-78.6438,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,3863.0,1094,Santa Monica,CA,34.0263,-118.4732,RentDigs.com,0,0,1,0,0
housing/rent/apartment,1.0,0.0,1,700.0,300,Nashua,NH,42.7527,-71.4854,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,2400.0,1500,Passaic,NJ,40.8584,-74.1312,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,781.0,830,Tyler,TX,32.275,-95.3017,RentDigs.com,1,1,1,1,0
housing/rent/apartment,1.0,1.0,1,1466.0,644,Bothell,WA,47.8441,-122.1991,RentDigs.com,0,0,0,1,0
housing/rent/apartment,2.0,2.0,1,1355.0,1074,Colorado Springs,CO,38.8793,-104.8171,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,2.0,1,1199.0,520,Milford,NH,42.829,-71.658,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,1.0,1,852.0,673,Cincinnati,OH,39.2858,-84.522,RentDigs.com,0,0,1,1,0
housing/rent/apartment,1.0,1.0,1,1755.0,827,Silver Spring,MD,39.0017,-77.0353,RentDigs.com,1,1,0,1,0
housing/rent/apartment,1.0,1.0,1,1500.0,550,Summit,NJ,40.7147,-74.3634,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,0,1464.0,810,Bothell,WA,47.8441,-122.1991,RentDigs.com,0,0,0,0,0
housing/rent/apartment,2.0,2.0,1,1600.0,1020,Merrimack,NH,42.8631,-71.5151,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,1,1042.0,993,Cincinnati,OH,39.2858,-84.522,RentDigs.com,1,1,0,1,0
housing/rent/apartment,2.0,3.0,1,1000.0,1355,Cincinnati,OH,39.2858,-84.522,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,1,860.0,1228,Cincinnati,OH,39.2858,-84.522,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,1,1170.0,1185,Alpharetta,GA,34.0299,-84.2425,RentDigs.com,1,1,1,0,0
housing/rent/apartment,1.0,1.0,0,995.0,661,Raleigh,NC,35.8455,-78.3386,RentDigs.com,0,0,0,0,0
housing/rent/apartment,1.0,2.0,1,810.0,940,Raleigh,NC,35.823,-78.6438,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,1,1385.0,1050,Colorado Springs,CO,38.7918,-104.8265,RentDigs.com,1,1,1,0,0
housing/rent/apartment,2.0,2.0,0,6500.0,1620,Santa Monica,CA,34.0314,-118.4885,RentDigs.com,0,0,0,1,0
housing/rent/apartment,1.0,1.0,1,625.0,603,Tyler,TX,32.275,-95.3017,RentDigs.com,1,1,1,1,0
housing/rent/apartment,2.0,2.0,1,1700.0,980,Derry,NH,42.8887,-71.2995,RentDigs.com,0,0,1,0,0
housing/rent/apartment,2.0,2.0,1,1380.0,1190,Alpharetta,GA,34.0299,-84.2425,RentDigs.com,1,1,0,0,0
housing/rent/apartment,1.0,1.0,1,950.0,600,Derry,NH,42.8887,-71.2995,RentDigs.com,0,0,0,1,0
